GENE_SYMBOLS,refseq_ids
DIPK1C,NM_001044369
C1orf61,NA
PAMR1,NM_001001991
TTLL4,NM_014640
EPM2A,NM_001018041
STRIP2,NM_001134336
STARD4-AS1,NR_040093
MMD2,NM_001100600
CD59,NM_000611
PIPOX,NM_016518
GINS3,NM_001126129
MEF2C-AS2,NR_146284
ST6GAL2,NM_001142351
ATL2,NM_001135673
SHANK2,NM_001379226
FAM167A,NM_053279
IRS2,NM_003749
CCDC192,NM_001317938
NEDD4,NM_001284338
GNPTAB,NM_024312
CCDC196,NM_001004331
GABRA2,NM_000807
ORMDL1,NM_001128150
AGBL3,NM_001345850
ACSL6,NM_001009185
TRIB1,NM_001282985
FGFR3,NM_000142
NEK5,NM_001365552
ZFHX2-AS1,NA
FAM167A-AS1,NM_054017
IFT27,NM_001177701
UFL1-AS1,XR_001744265
ARSF,NM_001201538
SLC9A7,NM_001257291
ADHFE1,NM_144650
LRRC7,NM_001330635
C12orf42,NM_001099336
GRAMD4,NM_001366660
ID2-AS1,NR_110153
RGS17,NM_012419
ERI2,NM_001142725
PAQR6,NM_001272104
BRINP2,NM_021165
AF274853.1,NA
OAF,NM_178507
USP3-AS1,NR_034080
SEPTIN8,NM_001098811
RASL10A,NM_001007279
PTCHD1,NM_173495
FSIP2,NM_173651
ATP2B4,NM_001001396
MROH7,NM_001039464
KIFC3,NM_001130099
TRIM66,NM_001388022
TMEM266,NM_152335
KLF6,NM_001008490
FUT2,NM_000511
HAAO,NM_012205
SLC9B1,NM_001100874
IGFN1,NM_001164586
ZNF596,NM_001042415
OBI1-AS1,NR_047001
HES5,NM_001010926
FRMD4A,NM_001318336
ANKMY1,NM_001282771
AADAT,NM_001286682
PSG8,NM_001130167
ZNF337-AS1,NR_126465
SCN11A,NM_001287223
MIR181A2HG,NR_038975
DAAM2,NM_001201427
C2orf72,NM_001144994
HCG25,NR_044997
NT5E,NM_001204813
FAM107A,NM_001076778
CIRBP,NM_001280
ENTPD1-AS1,NR_038444
IL18,NM_001243211
FILIP1,NM_001289987
CYP4A22-AS1,NA
CCDC102B,NM_001093729
EPHB1,NM_004441
CBR3-AS1,NR_038892
