GENE_SYMBOLS,refseq_ids
CASP9,NM_001229
XKR8,NM_018053
DLGAP3,NM_001080418
ZFP69,NM_001320178
SYT6,NM_001253772
AXDND1,NM_144619
COLGALT2,NM_001303420
ATP2B4,NM_001001396
E2F6,NM_001278275
EML4,NM_001145076
SPRED2,NM_001128210
IL1R1,NM_000877
POLR1B,NM_001137604
MAP3K20-AS1,NR_033882
NABP1,NM_001031716
IDH1,NM_001282386
IGFBP5,NM_000599
DGKD,NM_001377259
CMTM8,NM_001320308
RAD54L2,NM_001322253
ARHGEF3,NM_001128615
IGSF11,NM_001015887
DIPK2A,NM_001134470
ZBBX,NM_001199201
GOLIM4,NM_001308155
FAM200B,NM_001145191
NPY1R,NM_000909
SV2C,NM_001297716
HOMER1,NM_001277077
CAMK2A,NM_001363989
NEURL1B,NM_001142651
GMNN,NM_001251989
PRPH2,NM_000322
SOSTDC1,NM_015464
CDCA7L,NM_001127370
POM121,NM_001257190
XKR4,NM_052898
GGH,NM_001410926
PCAT1,NR_045262
PVT1,NR_003367
MOB3B,NM_024761
CYP4F26P,NA
FAM219A,NM_001184940
FRMD3,NM_001244959
ODF2,NM_001242352
NPFFR1,NM_022146
ZNF511,NM_145806
OR6A2,NM_003696
RTN4RL2,NM_178570
FERMT3,NM_001382361
CHKA,NM_001277
BCL9L,NM_001378213
ETS1,NM_001143820
NRIP2,NM_031474
CLEC4A,NM_016184
CLEC2D,NM_001004419
GPR19,NM_006143
ETFRF1,NM_001001660
RBMS2,NM_001414459
PLXNC1,NM_005761
FICD,NM_007076
MVK,NM_000431
NOS1,NM_000620
FKBP3,NM_002013
SAMD4A,NM_001161576
ACYP1,NM_001107
SNURF,NM_001394334
LRRK1,NM_001039843
NPIPB3,NM_130464
SCNN1G,NM_001039
KCTD13,NM_001410898
CDH11,NM_001308392
COTL1,NM_021149
KLHL11,NM_018143
MAP3K14,NM_003954
TMEM200C,NM_001080209
CCDC178,NM_001105528
C18orf54,NM_001288980
PLEKHF1,NM_024310
KPTN,NM_001291296
PLTP,NM_001242920
SULF2,NM_001161841
KLHL15,NM_030624
MAGT1,NM_001367916
