GENE_SYMBOLS,refseq_ids
MIR3659HG,NR_168386
ZRANB2-AS2,NA
AMPD2,NM_001257361
ADAMTSL4-AS1,NM_001025493
AXDND1,NM_144619
TRIM67,NM_001004342
LTBP1,NM_000627
STPG4,NM_001163561
SPRED2,NM_001128210
LOXL3,NM_001289164
IL1R1,NM_000877
PAX8-AS1,NR_015377
MAP3K20-AS1,NR_033882
NABP1,NM_001031716
MARCH4,NA
IGFBP5,NM_000599
CMTM8,NM_001320308
MAPKAPK3,NM_001243925
PLSCR5,NM_001085420
ZBBX,NM_001199201
DOK7,NM_001164673
STPG2-AS1,NR_102713
FAM160A1,NA
NPY1R,NM_000909
HOMER1,NM_001277077
CDHR2,NM_001171976
GMNN,NM_001251989
PRPH2,NM_000322
OPN5,NM_001030051
GABRR2,NM_002043
BACH2,NM_001170794
CRYBG1,NM_001371242
ARHGAP18,NM_033515
SLC2A12,NM_145176
SNX8,NM_013321
SOSTDC1,NM_015464
CDCA7L,NM_001127370
TNS3,NM_001410877
CALCR,NM_001164737
SVOPL,NM_001139456
OPRK1,NM_000912
ANKRD18B,NM_001013728
CYP4F26P,NA
SLC25A25,NM_001006641
ST8SIA6,NM_001004470
NPFFR1,NM_022146
ZMIZ1-AS1,NR_015429
ADRA2A,NM_000681
OR2AG2,NM_001004490
OR6A2,NM_003696
MTRNR2L8,NM_001190702
FERMT3,NM_001382361
YAP1,NM_001130145
ETS1,NM_001143820
NRIP2,NM_031474
GSG1,NM_001080554
RBMS2,NM_001414459
TDG,NM_001008411
FICD,NM_007076
DNAJC3-DT,NR_132117
SAMD4A,NM_001161576
ENTPD5,NM_001249
AK7,NM_001350888
SNURF,NM_001394334
PCSK6,NM_001291309
WFIKKN1,NM_053284
SCNN1G,NM_001039
KCTD13,NM_001410898
BRCA1,NM_001407571
DCAKD,NM_001128631
PITPNC1,NM_012417
CCDC178,NM_001105528
SYT4,NM_020783
C18orf54,NM_001288980
RFX2,NM_000635
PLEKHF1,NM_024310
KPTN,NM_001291296
ZNF837,NM_001129730
CPT1B,NM_001145134
UBL4A,NM_014235
