GENE_SYMBOLS,refseq_ids
AURKAIP1,NM_001127229
ANKRD65,NM_001145210
RPL22,NM_000983
PARK7,NM_001123377
RPL11,NM_000975
PNRC2,NM_017761
ZNF593,NM_015871
ATP5IF1,NM_016311
C1orf216,NM_001348691
MAP7D1,NM_001286365
NDUFS5,NM_001184979
RPS8,NM_001012
UQCRH,NM_001297565
LAMTOR5,NM_001382293
MLLT11,NM_006818
MRPL9,NM_001300733
S100A6,NM_014624
RPS27,NM_001030
HAX1,NM_001018837
LAMTOR2,NM_001145264
PFDN2,NM_012394
UFC1,NM_016406
MPC2,NM_001143674
SNRPE,NM_001304464
NENF,NM_013349
GUK1,NM_000858
YWHAQ,NM_006826
OST4,NM_001134693
GEMIN6,NM_024775
MORN2,NM_001145450
RPS27A,NM_001135592
TMSB10,NM_021103
COX5B,NM_001862
MTLN,NM_001355251
MZT2B,NM_001330282
NDUFB3,NM_001257102
EEF1B2,NM_001037663
RPL37A,NM_000998
PTMA,NM_001099285
COPS9,NM_001163424
BRK1,NM_018462
RPL32,NM_000994
LSM3,NM_014463
RPL15,NM_001253379
SCN5A,NM_000335
TMA7,NM_001329417
RPL29,NM_000992
SPCS1,NM_014041
RPL24,NM_000986
COX17,NM_001382002
PFN2,NM_002628
C3orf80,NM_001168214
AP2M1,NM_001025205
MAGEF1,NM_022149
RPL39L,NM_052969
NCBP2AS2,NM_001355243
RPL35A,NM_000996
ATP5ME,NM_007100
C4orf48,NM_001141936
MRFAP1,NM_001272053
RPL9,NM_000661
HOPX,NM_001145459
DCK,NM_000788
H2AFZ,NA
RPL34,NM_000995
SNHG8,NR_003584
NDUFC1,NM_001184986
RPS3A,NM_001006
NDUFS6,NM_004553
SUB1,NM_006713
RPL37,NM_000997
BTF3,NM_001037637
COX7C,NM_001867
UQCRQ,NM_014402
NDUFA2,NM_001185012
RPS14,NM_001025070
ATOX1,NM_004045
RPL26L1,NM_001317980
HIGD2A,NM_138820
NHP2,NM_001034833
NRN1,NM_001278710
NHLRC1,NM_198586
RNF5,NM_006913
RPS18,NM_022551
RPS10,NM_001014
RPL10A,NM_007104
SRSF3,NM_003017
TOMM6,NM_001134493
MEA1,NM_001318942
DNPH1,NM_006443
MRPL14,NM_001318767
COX7A2,NM_001366292
NDUFAF4,NM_014165
MARCKS,NM_002356
RPS12,NM_001016
NDUFA4,NM_002489
ARL4A,NM_001037164
TOMM7,NM_019059
CYCS,NM_018947
MRPS24,NM_032014
POLD2,NM_001127218
SEC61G,NM_001012456
CHCHD2,NM_001320327
SEMA3C,NM_001350120
BUD31,NM_001370407
ATP5MF,NM_001003713
ZNHIT1,NM_006349
FIS1,NM_016068
POLR2J,NM_001371100
GPR22,NM_005295
NDUFB2,NM_004546
MRPS33,NM_016071
HTR5A-AS1,NR_038945
NEIL2,NM_001135746
RPL7,NM_000971
OTUD6B-AS1,NR_110438
UQCRB,NM_001199975
RPL30,NM_000989
COX6C,NM_004374
POLR2K,NM_005034
MAL2,NM_052886
NDRG1,NM_001135242
LY6E,NM_001127213
RPL8,NM_000973
DNAJA1,NM_001314039
BAG1,NM_001172415
CHMP5,NM_001195536
DCTN3,NM_001281425
STOML2,NM_001287031
TOMM5,NM_001001790
SEC61B,NM_006808
TXN,NM_001244938
