GENE_SYMBOLS,refseq_ids
CAMK2N1,NM_018584
S100PBP,NM_001017406
SYT11,NM_152280
NMNAT2,NM_015039
PLXNA2,NM_025179
ENAH,NM_001008493
ZNF124,NM_001243740
SRBD1,NM_018079
UNC80,NM_001371986
ENTPD3-AS1,NR_040100
SUCLG2-AS1,NA
TFDP2,NM_001178138
ECT2,NM_001258315
KCNMB2-AS1,NR_126560
PEX5L,NM_001256750
LIAS,NM_001278590
LIMCH1,NM_001112717
FGF2,NM_001361665
USP38,NM_001290325
GLRB,NM_000824
PLPP1,NM_003711
PDE8B,NM_001029851
NR2F1-AS1,NR_015369
GALNT10,NM_017540
TPD52L1,NM_001003395
KIAA0408,NM_014702
OPRM1,NM_000914
TMEM181,NM_001376817
ZMIZ2,NM_001300959
ABCB4,NM_000443
CDK6,NM_001145306
SGCE,NM_001099400
CLEC5A,NM_001301167
SLC4A2,NM_001199692
NFIB,NM_001190737
PSIP1,NM_001128217
PTPDC1,NM_001253829
TMEFF1,NM_003692
GTPBP4,NM_012341
ZNF25,NM_001329647
TNKS2,NM_025235
ENO4,NM_001242699
CHST1,NM_003654
SYT7,NM_001252065
RAB30,NM_001286059
SYTL2,NM_001162951
DYNC2H1,NM_001080463
WNT5B,NM_030775
LTBR,NM_001270987
C1RL,NM_001297640
MGST1,NM_001260511
ARHGAP9,NM_001080156
DCTN2,NM_001261412
TFDP1,NM_007111
MPP5,NA
CEP128,NM_152446
TTC8,NM_001288781
CALM1,NM_001166106
ADAMTS17,NM_139057
CACNG3,NM_006539
AKTIP,NM_001012398
CKLF,NM_001040138
CYBA,NM_000101
TUBB3,NM_001197181
MIS12,NM_001258217
NEUROD2,NM_006160
STAT5A,NM_001288718
ATXN7L3,NM_001098833
HLF,NM_001330375
P2RY11,NM_002566
DPF1,NM_001135155
IRGQ,NM_001007561
PPP2R1A,NM_001363656
KIF3B,NM_004798
ZNF217,NM_001385034
GART,NM_000819
CBR1,NM_001286789
COL18A1,NM_001379500
Z83844.2,NA
TEF,NM_001145398
SEPTIN3,NM_001363845
